Peak_X,Peak_Y,Peak_Z,Topic_Assignment,Subregion_Assignment
-30,44,10,66,2
42,38,24,39,2
38,48,26,39,2
-22,40,32,100,2
38,38,34,39,2
-26,-6,48,69,1
32,-8,52,66,1
-36,6,30,40,1
34,6,28,49,2
-32,-10,64,12,2
40,-8,66,14,2
-38,-4,42,66,2
36,-4,40,71,2
-28,-6,48,69,1
30,-6,54,66,1
-42,-2,34,66,2
48,6,34,39,2
-48,-2,36,66,2
48,-2,38,39,2
-2,8,44,66,1
6,14,38,12,1
-8,12,38,66,1
8,8,44,66,1
0,-2,48,12,1
0,-2,48,12,1
-8,12,38,66,1
10,12,38,49,2
4,-2,46,69,1
8,4,46,12,1
-4,6,34,66,1
8,12,32,12,1
-20,-96,10,44,2
30,-92,-2,44,2
-36,-74,-14,44,2
24,-82,-8,44,2
-28,-96,-8,44,2
34,-96,-6,44,2
-32,-92,14,44,2
28,-96,0,44,2
-28,-96,6,44,2
16,-98,6,44,2
-22,-90,-12,44,2
40,-90,-4,44,2
-28,-96,-6,44,2
-26,-62,-28,99,1
40,-58,-30,82,2
-30,-68,-46,95,1
14,-70,-46,95,1
-26,-58,-20,99,1
18,-52,-16,99,1
-26,-64,-22,99,1
32,-54,-28,95,1
-28,-54,-28,99,1
30,-52,-34,95,1
-28,-56,-22,99,1
22,-64,-22,99,1
-30,-58,-24,99,1
22,-70,-26,95,1
-8,-76,-14,44,2
10,-78,-8,44,2
-26,-70,-14,44,2
4,-92,8,44,2
-14,-80,-12,44,2
24,-76,20,35,1
-18,-96,8,44,2
12,-82,-6,44,2
-6,-70,-4,95,1
20,-80,20,35,1
-6,-92,-2,44,2
12,-92,0,44,2
-6,-78,-6,44,2
0,-92,8,44,2
-12,-14,6,71,1
6,-10,4,71,1
-8,-14,8,71,1
14,-18,8,39,1
-16,-12,12,71,1
22,-10,14,39,1
-20,-16,16,39,1
18,-12,14,71,1
-25,-55,50,13,2
-23,-55,50,96,1
-23,-59,56,44,1
-23,-59,56,96,1
-19,-63,60,44,1
-7,-63,60,16,2
-7,-77,50,96,1
-7,-77,50,96,1
28,-75,28,21,1
28,-75,28,16,2
28,-75,30,16,2
28,-75,30,21,1
28,-75,30,16,2
-25,-75,22,21,1
-23,-75,22,21,1
-23,-81,18,21,1
-23,-81,18,21,1
46,-5,46,55,2
46,-5,46,96,1
46,-5,46,55,2
46,-5,46,14,2
46,-5,46,55,2
-35,-9,46,21,2
-37,-9,46,69,1
-37,-7,46,69,1
-37,-7,46,69,1
38,-5,30,55,2
38,-5,30,55,2
38,-5,30,55,2
38,-5,30,55,2
38,-5,30,55,2
-27,-13,46,21,2
-29,-13,46,21,2
-29,-13,46,69,1
-29,-13,46,96,1
-35,27,30,59,2
-37,27,30,89,2
-37,29,30,59,2
-37,29,30,89,2
24,43,34,55,2
24,43,34,55,2
24,43,32,55,2
24,43,32,55,2
24,43,32,55,2
20,5,22,85,1
20,5,22,85,1
20,5,-4,85,1
20,5,-4,96,2
20,5,-4,85,1
6,-49,8,21,1
6,-49,8,21,1
6,-49,10,21,1
6,-49,10,21,1
6,-49,10,85,2
6,-67,8,21,1
6,-67,8,21,1
6,-67,14,21,1
6,-67,14,21,1
6,-67,14,21,1
-45,-71,12,21,1
-45,-71,12,43,1
8,-95,10,16,2
8,-95,10,44,2
8,-95,4,44,2
8,-95,4,44,2
8,-95,4,44,2
-23,-85,10,44,2
-23,-85,10,24,1
41,-75,4,65,1
11,-89,-4,44,2
11,-89,-4,44,2
-11,-79,2,44,2
-11,-79,2,44,2
17,-99,-8,44,2
17,-99,-8,44,2
29,-81,-12,65,1
31,-77,-20,44,2
31,-77,-20,44,2
-23,-81,-20,44,2
-23,-81,-20,44,2
-14,-87,-20,44,2
-14,-87,-20,44,2
-14,-87,-20,44,2
-43,-79,-12,44,2
-43,-79,-12,43,1
13,-83,-16,24,1
13,-83,-16,44,2
44,-67,-1,65,1
37,-81,11,16,2
53,-37,36,72,2
19,-67,51,69,2
23,-83,26,16,2
38,-40,48,72,2
24,-10,57,27,1
45,-3,37,63,1
7,0,59,69,1
-48,-12,48,88,2
-52,-28,52,57,1
56,12,0,91,2
40,-12,44,36,2
48,16,36,91,2
-64,-36,20,99,2
-4,68,-8,48,1
-4,12,52,59,1
44,-40,32,93,1
60,-20,-8,36,2
20,-68,-28,38,2
-4,16,44,59,1
56,24,24,47,1
36,20,0,93,2
36,-60,52,4,2
32,-56,-36,46,2
-32,40,28,59,2
32,20,48,19,2
36,0,40,19,2
-56,8,20,59,2
-48,44,-4,11,2
52,16,-8,26,1
56,20,24,2,1
48,-36,48,19,2
8,-60,48,93,1
28,-68,40,79,2
48,-56,32,98,1
-60,-32,40,4,2
0,44,32,11,2
3,-40,60,91,1
3,-39,60,41,1
23,-38,30,55,1
23,-46,29,55,1
24,34,5,78,2
24,39,2,25,1
2,3,5,60,1
30,-81,-15,44,2
-36,-87,-6,43,1
42,-54,-21,99,1
-33,-45,-18,17,1
48,-63,3,98,1
-39,-69,3,72,1
27,-75,27,72,2
-21,-78,27,21,1
33,-48,60,32,2
-18,-60,54,72,2
63,-24,36,19,2
-33,-39,24,42,2
33,0,48,19,2
57,6,39,32,2
60,12,9,2,1
42,18,-6,2,1
-42,26,20,64,2
-36,30,16,11,2
-30,32,0,3,2
-28,14,48,74,2
-20,8,56,74,2
-32,4,52,64,2
50,10,36,52,1
48,24,20,5,1
32,0,56,55,2
8,-2,64,64,1
4,-8,68,22,2
-16,-4,12,74,1
-2,-18,12,71,1
-8,2,8,74,1
-44,-28,32,6,1
-4,-60,60,16,2
36,-58,52,86,1
-8,-76,12,97,2
16,-68,10,24,1
14,-76,12,24,1
6,-78,12,24,1
14,-92,2,24,1
32,-72,-20,65,1
18,-76,-16,24,1
52,-56,-20,65,1
-10,-78,34,79,2
16,-76,56,79,2
-64,-36,16,24,2
-44,-36,24,38,1
-60,-8,8,57,2
62,-18,10,84,1
-54,-38,34,38,1
56,-22,54,55,2
64,-18,44,71,2
-10,-50,74,79,2
-36,-20,58,57,1
-38,-4,60,57,1
-36,-8,54,79,1
0,-16,68,57,1
-30,28,12,25,1
28,-72,-20,65,1
-24,-80,-20,24,1
-6,-4,10,9,1
40,-16,-8,84,1
40,-16,-8,84,1
-60,-36,12,88,2
-48,-36,12,88,2
-48,-24,12,87,2
40,-16,-8,38,2
40,-16,-8,84,1
-60,-30,12,28,2
-48,-30,12,28,2
-48,-24,12,88,2
-48,-24,12,28,2
-48,-24,12,88,2
42,-24,12,84,1
42,-26,12,41,2
40,-16,-8,84,1
40,-16,-8,84,1
-56,-32,12,28,2
-60,-30,12,28,2
-46,-30,12,28,2
-46,-32,12,87,2
40,-16,-8,84,1
40,-16,-8,84,1
-60,-30,12,87,2
-46,-30,12,28,2
-46,-32,12,28,2
42,-20,-4,84,1
42,-20,-4,84,1
-56,-28,12,28,2
-48,-28,12,87,2
-48,-30,12,28,2
-48,-30,12,28,2
-48,-30,12,28,2
40,-30,12,84,1
40,-16,12,84,1
40,-16,-4,84,1
40,-16,-4,84,1
-56,-32,12,87,2
-42,-32,12,87,2
-42,-26,12,41,1
-44,-48,-36,87,2
-20,-36,-28,17,1
-13,-14,40,4,2
-8,40,14,93,2
-7,-4,40,52,2
-7,28,24,93,2
30,-22,42,19,2
34,4,41,19,2
42,-60,22,32,2
-60,-36,-11,67,2
38,18,-26,25,1
40,-46,12,32,2
37,-58,2,93,1
14,-38,-8,38,2
-46,-69,-19,67,2
-51,-58,-20,67,2
22,-39,5,4,1
-18,18,48,14,1
-36,11,43,15,1
-45,16,18,15,1
-32,24,0,2,2
-46,-46,-10,67,2
40,10,-18,25,1
2,-20,4,71,1
18,-28,15,18,1
-36,10,28,50,2
-36,10,28,50,2
-42,6,24,50,2
-42,6,24,50,2
-44,4,26,50,2
-44,4,26,15,1
-42,22,22,15,1
-42,22,22,15,1
-38,12,22,50,2
-38,12,22,15,1
-38,16,32,50,2
-38,16,32,15,1
-34,10,24,15,1
-34,10,24,50,2
-32,24,12,15,1
-32,24,12,15,2
-32,4,30,50,2
-32,4,30,15,1
-34,8,18,91,1
-34,8,18,6,1
-34,22,14,15,1
-34,22,14,15,1
-38,16,34,15,1
-38,16,34,40,1
-38,10,34,50,2
-38,10,34,15,1
-40,24,14,15,1
-40,24,14,15,1
-44,18,24,50,2
-44,18,24,50,2
-28,16,34,15,1
-28,16,34,15,1
-30,18,26,15,1
-30,18,26,15,1
-38,28,18,50,2
-38,28,18,50,2
-26,12,28,63,1
-26,12,28,15,1
-34,10,40,50,2
-34,10,40,15,1
-40,8,20,15,1
-40,8,20,50,2
-34,4,32,15,1
-34,4,32,50,2
-28,18,20,50,2
-28,18,20,50,2
-38,12,28,15,1
-38,12,28,50,2
56,-19,10,41,2
-55,-23,25,63,2
48,-35,40,19,2
-50,-20,5,36,1
-42,-14,7,84,2
-54,-18,8,36,1
47,-15,12,84,1
55,-17,11,84,1
-42,-25,5,36,1
-44,-14,3,84,2
-52,-12,14,36,1
-54,-24,-12,36,1
-54,-24,-12,36,1
-30,-24,-12,19,1
-30,-34,-12,23,2
-30,-34,4,84,2
-30,-34,4,84,2
56,-19,45,19,2
56,-19,45,19,2
-38,-1,15,64,2
-43,-1,15,6,1
-43,-36,15,36,1
-43,-36,11,38,1
-43,-36,11,36,1
-29,-30,-1,84,2
-29,-30,-1,84,2
-18,-30,-1,19,1
-18,-5,-1,84,2
-18,-5,-6,84,2
-18,-5,-6,19,1
41,-1,18,67,1
33,-31,-1,23,2
33,-31,-1,38,2
19,-31,-1,38,2
19,-5,-1,75,2
19,-5,-7,67,1
19,-5,-7,84,1
54,-5,-7,84,1
54,-19,-7,60,2
54,-19,40,36,2
54,-19,40,19,2
58,-19,-13,36,2
58,-19,-13,36,2
20,-12,2,84,1
20,-12,2,84,1
43,-12,2,84,1
43,-26,2,84,1
43,-26,54,19,2
43,-26,54,19,2
-37,22,10,64,2
-53,22,10,64,2
-53,-43,10,87,2
-53,-43,16,36,1
-53,-43,16,36,1
-49,-43,16,38,1
-49,-30,16,36,1
-49,-30,-1,36,1
-49,-30,-1,36,1
-28,-30,-1,19,1
-28,-30,-1,84,2
-28,-30,-6,19,1
-28,-30,-6,84,2
-21,-30,-6,19,1
-21,-14,-6,19,1
-21,-14,-5,84,2
-21,-14,-5,19,1
23,-30,-6,23,2
23,-30,-6,84,1
12,-30,-6,23,2
12,-13,-6,23,2
12,-13,-6,38,2
12,-13,-6,38,2
38,-13,-6,84,1
38,-11,-6,84,1
38,-11,45,19,2
38,-11,45,19,2
33,42,24,2,1
-36,36,24,45,1
6,33,24,93,2
-3,33,54,81,2
36,24,-12,2,1
-39,24,-12,2,2
15,27,-12,93,2
60,-45,36,81,2
-45,-51,45,81,1
15,-72,51,1,1
9,-15,9,46,1
-39,-54,-48,46,1
24,-33,-21,45,2
-30,-33,-15,46,1
-57,-3,-12,46,1
42,-30,8,93,1
-12,-45,30,93,1
-45,-75,24,81,1
-57,-15,-15,46,1
-33,42,12,93,2
3,39,-12,93,2
-30,24,-30,34,1
-30,24,-30,34,1
9,42,-12,93,2
-33,45,12,93,2
-34,-20,56,57,1
-40,-20,60,57,1
-56,-20,54,79,1
-52,-12,44,64,2
-54,-34,58,57,1
-36,-2,60,64,2
-30,12,62,64,2
-46,-2,54,69,1
-4,-2,68,64,1
-2,4,46,52,2
2,2,56,67,1
2,8,62,64,1
2,16,48,64,1
10,-66,44,90,1
-14,-83,-2,30,2
14,-86,9,90,2
-3,-64,26,85,2
20,-78,-2,6,2
3,-56,48,72,2
-55,-25,20,36,1
43,-69,-7,35,1
-20,-69,42,81,1
0,-39,37,85,2
-35,-53,-13,10,2
-46,8,37,64,2
35,-58,-13,6,2
-49,17,26,59,2
46,-64,26,35,1
43,-50,42,35,1
49,14,26,55,2
9,-24,42,87,1
3,-64,26,30,2
38,-72,-13,90,2
-32,-83,-7,10,2
29,-67,-7,90,2
-14,-89,-13,30,2
-46,14,-2,64,2
-40,14,46,64,2
52,-33,4,36,2
-49,17,20,64,2
-46,14,37,59,2
-46,0,42,64,2
-46,24,9,64,2
-38,-11,48,6,1
-12,-72,26,21,1
23,-89,-2,6,2
6,-81,-18,6,2
0,-53,42,85,2
-38,-72,4,72,1
-17,-81,-7,90,2
20,-78,4,90,2
-32,-83,4,30,2
14,-86,9,30,2
26,-83,15,6,2
43,-58,-13,90,2
-38,-53,-13,10,2
3,3,59,64,1
-46,-64,-2,10,2
-29,-72,-13,10,2
-43,3,48,69,1
-17,-81,-7,44,2
20,-78,4,90,2
0,-47,48,85,2
6,-58,20,85,2
14,-86,9,6,2
-46,6,42,6,1
-46,14,4,64,2
-29,-72,-13,10,2
32,-58,-13,85,1
-38,-53,-13,10,2
3,6,53,64,1
26,-81,20,6,2
-48,39,-12,34,1
-54,24,33,87,2
-12,63,18,23,1
-6,39,27,23,1
-33,-60,45,81,1
-51,-45,39,81,1
-12,-36,3,4,2
-6,-24,27,4,2
-6,-42,36,4,2
-6,-75,42,4,2
0,-66,33,4,2
30,39,48,55,2
18,6,54,4,2
-51,-6,3,87,2
39,-3,-6,74,1
-30,3,-24,34,1
33,3,-24,78,2
-12,-45,57,4,2
-51,-21,30,87,2
21,-45,51,21,1
42,-30,45,55,2
-33,-75,12,4,2
51,-60,9,98,1
-51,15,-6,87,2
51,21,-6,20,2
42,21,33,55,2
51,39,21,55,2
-9,42,24,4,2
-24,-63,42,4,2
18,54,42,4,2
-36,-6,-3,87,2
45,-12,-12,60,2
-24,-3,-24,34,1
24,-9,-18,23,2
12,-51,33,81,2
63,-15,-18,60,2
54,-21,-12,60,2
-60,-33,15,87,2
66,-21,15,71,2
-51,-51,-9,43,1
57,-63,15,60,2
0,-30,36,4,2
-57,-51,39,4,2
-42,-72,39,4,2
51,30,27,55,2
-12,39,27,77,2
9,39,30,77,2
-12,9,36,4,2
-39,-42,12,87,2
-12,-60,57,4,2
-45,24,-6,34,1
-57,18,27,87,2
12,-12,-9,4,2
-27,-60,60,81,1
18,-15,-24,20,2
3,-69,33,4,2
18,-54,48,4,2
15,-10,18,35,2
-14,6,9,31,2
-15,-10,18,23,2
23,-13,18,23,2
-25,-5,9,26,2
-24,-16,18,13,2
13,-26,9,23,2
7,-23,18,35,2
-13,-28,9,23,2
-8,-23,18,43,2
-23,43,0,23,1
-24,48,9,3,2
-23,49,18,23,1
-19,50,27,23,1
-19,42,45,23,1
20,49,9,2,1
18,45,27,35,2
23,41,45,19,2
-45,36,0,2,2
-45,42,9,89,2
-44,34,27,66,2
-43,30,36,45,1
46,35,0,26,1
44,36,9,2,1
43,35,27,26,1
-51,9,18,15,1
-47,8,36,15,1
49,8,27,26,1
-8,34,0,3,2
-8,36,9,3,2
-9,35,18,33,1
-7,26,27,23,1
-7,18,36,23,1
8,36,0,33,1
8,36,9,23,1
9,34,18,33,1
7,26,27,35,2
-9,-56,18,21,1
-9,-24,36,42,2
-9,-25,45,42,2
9,-56,18,85,2
9,-37,27,85,2
8,-24,45,19,2
-49,-56,9,43,1
-46,-73,27,87,2
19,21,22,35,2
49,-56,9,35,1
-50,-2,0,26,2
-50,-22,9,87,2
-44,-58,18,43,1
50,-22,9,33,2
44,-56,18,35,1
-27,-83,9,3,1
-20,-91,18,43,1
-18,-74,27,29,1
-20,-79,36,16,2
28,-84,9,73,1
19,-91,18,35,1
19,-80,36,35,1
23,30,31,77,2
23,30,31,26,1
-15,-73,45,16,2
8,-55,36,85,2
14,-73,45,16,2
-50,9,9,2,2
-51,-14,18,42,2
1,2,3,7,2
1,2,3,7,2
50,9,9,26,1
50,-14,18,41,2
1,2,3,7,2
1,2,3,7,2
-51,-46,27,87,2
-41,-51,45,73,2
51,-46,27,33,2
51,-46,36,35,1
42,-51,45,35,1
-8,42,-9,33,1
-17,9,-9,48,2
-52,-24,-9,87,2
-50,-24,-18,87,2
46,9,-9,26,1
-47,-63,-9,43,1
16,-86,-9,90,2
19,36,37,23,1
19,36,37,33,1
-8,-23,-9,23,2
-8,-24,-18,23,2
9,-22,-9,23,2
20,-63,-9,31,1
-10,-49,-18,99,1
8,-48,-18,75,2
1,2,3,7,2
18,19,27,33,1
9,10,32,35,2
1,2,3,7,2
-2,-94,0,44,2
-32,-82,-20,10,2
-54,-54,0,75,1
-30,-28,-16,52,2
-16,-10,-16,48,2
-4,-90,-10,44,2
36,-76,-10,65,1
38,-16,-22,18,2
-28,0,-14,5,2
64,-58,-6,35,1
-26,0,-20,51,1
28,-42,-40,95,1
54,-60,-10,65,1
52,-38,-10,35,1
66,-18,-8,48,2
26,-44,-44,95,1
41,16,19,14,2
-46,29,17,59,2
46,-42,35,53,1
-41,-32,41,12,2
-4,10,54,22,2
6,12,30,35,2
-52,8,40,66,2
52,2,42,52,1
38,-82,18,35,1
-34,-96,8,43,1
26,-54,52,16,2
46,-68,-12,6,2
-26,-42,-48,95,1
-4,-90,24,16,2
12,-54,34,53,1
64,-46,-4,35,1
20,60,22,35,2
-46,-68,32,79,2
-30,-70,-46,95,1
30,-80,-36,95,1
-12,24,8,26,2
12,14,16,9,1
-6,26,12,9,1
-10,18,-16,25,1
12,20,-16,9,1
-22,18,60,22,2
-4,-10,10,9,1
-20,-66,60,44,1
-26,-90,16,43,1
20,-86,16,6,2
-42,-80,14,43,1
32,-58,-18,50,1
-40,-64,-18,43,1
36,-76,-18,35,1
-26,-86,-26,95,1
-8,-62,58,16,2
-50,4,-32,70,1
44,12,-34,70,2
-50,-8,-14,70,1
58,-22,-12,36,2
-34,0,-36,70,1
-28,-16,-18,70,1
58,22,12,26,1
-56,18,14,66,2
-3,21,37,66,1
6,15,43,66,1
6,0,40,66,1
-43,6,37,15,1
-31,-48,46,73,2
-43,-57,37,73,2
-34,-69,9,43,1
43,36,0,39,2
-28,21,9,15,1
-43,18,6,15,2
-43,-3,9,66,2
-34,-15,12,13,1
37,9,9,2,1
43,-12,18,84,1
-6,3,6,84,1
25,-3,9,39,1
9,-12,9,39,1
-18,-21,9,39,1
-45,-59,10,43,1
38,12,37,97,1
-45,10,37,45,1
-43,-40,37,63,2
20,-83,4,24,1
35,-75,-2,6,2
38,-72,-7,6,2
32,-58,53,1,1
-17,-72,48,96,1
-26,-81,4,24,1
40,14,31,47,1
-29,-67,31,24,1
46,-36,42,1,1
26,-61,-2,45,2
26,-56,-7,45,2
12,-78,4,97,2
17,-81,9,6,2
32,-69,4,45,2
29,-81,9,6,2
29,-56,48,54,1
32,-58,53,1,1
-12,-72,48,16,2
19,20,37,4,2
19,20,37,23,1
-45,15,18,59,2
-39,12,51,73,2
-51,27,18,59,2
42,39,21,97,1
33,21,51,81,2
-30,-66,45,81,1
-48,-60,-18,43,1
36,-60,-27,46,2
45,18,45,91,2
48,27,24,97,1
-51,24,30,59,2
36,24,-12,25,1
-42,15,21,59,2
-39,-57,-24,43,1
-45,-78,15,43,1
48,30,21,39,2
33,24,48,81,2
-48,27,27,59,2
-30,27,51,92,1
36,51,-12,47,1
66,-39,-12,18,2
-30,-66,45,81,1
39,-63,45,81,2
-42,-60,-27,43,1
33,-12,-21,23,2
57,-24,21,41,2
-42,-69,12,21,1
-48,30,27,59,2
48,30,21,91,2
-36,-66,39,81,1
-41,-53,-11,82,2
-45,-53,-11,43,1
-45,-45,-11,21,1
-45,-45,-8,75,1
-45,-45,-8,94,2
-45,-45,-8,94,2
-41,-45,-8,21,1
-41,-53,-8,40,2
-41,-53,-11,43,1
-41,-53,-11,75,1
-41,-53,-11,8,2
5,46,47,32,1
10,46,45,32,1
-34,-17,47,79,1
36,-15,47,96,1
-29,-21,45,79,1
35,-15,45,96,1
-37,-11,46,79,1
40,-6,48,96,1
-38,-24,47,79,1
43,-11,43,1,2
-36,-17,48,79,1
28,-6,52,12,1
0,-13,53,79,1
2,-5,52,96,1
-1,-4,54,79,1
3,-8,56,79,1
1,-10,59,79,1
-31,-61,44,58,2
-30,-58,40,79,2
38,-58,42,1,1
35,-56,39,1,1
-26,-58,42,58,2
37,-54,41,1,1
35,-57,37,100,1
-27,-54,49,81,1
-34,-57,47,58,2
47,-42,46,1,1
-24,-68,49,96,1
39,-58,41,96,1
-34,-48,49,96,1
28,-62,44,1,1
2,-70,45,79,2
1,-66,40,79,2
-2,-65,54,79,2
-2,-74,44,79,2
2,-75,45,79,2
-41,-69,8,43,1
41,-72,2,98,1
-41,-63,4,43,1
53,-63,0,98,1
47,-63,2,98,1
-45,-69,3,43,1
42,-57,3,98,1
-43,-67,3,43,1
51,-65,2,98,1
-41,-68,5,43,1
-47,-65,6,43,1
46,-61,2,98,1
16,-52,-16,75,2
14,-54,-16,75,2
-4,-66,-16,57,2
-44,10,36,50,2
-46,10,36,15,1
-40,14,28,50,2
-40,14,30,50,2
-40,8,48,15,1
-40,8,48,15,1
-42,18,34,50,2
-42,18,34,50,2
-52,12,14,50,2
-52,12,14,50,2
-46,16,44,59,2
-46,20,30,15,1
-46,20,30,15,1
-46,-42,20,36,1
-52,-24,14,28,2
-54,-22,14,28,2
-44,12,18,87,2
-44,12,18,50,2
-38,10,24,50,2
-38,10,24,50,2
-50,-24,-2,87,2
-50,-24,-2,28,2
-42,-36,0,87,2
-42,-36,0,87,2
-40,6,28,50,2
-40,14,14,50,2
-40,4,40,15,1
-40,4,40,15,1
-40,14,10,50,2
-40,14,14,15,1
-56,-26,-4,28,2
-56,-26,-4,28,2
-50,-50,12,28,2
-50,-50,12,28,2
-42,18,26,50,2
-42,18,26,60,1
-46,12,44,50,2
-46,12,44,50,2
-42,6,26,50,2
-42,6,26,50,2
-54,-42,10,28,2
-54,-42,10,28,2
-36,10,38,15,1
-36,10,38,50,2
-34,18,30,50,2
-32,18,30,50,2
-42,-38,14,49,1
-40,-38,14,87,2
-42,22,30,15,1
-40,20,30,50,2
-44,18,42,50,2
-44,18,42,59,2
42,12,28,50,1
-40,2,32,50,2
-40,2,32,50,2
-42,20,30,50,2
-42,18,30,50,2
-54,-42,8,28,2
-54,-40,8,60,1
64,-28,8,62,1
56,-12,4,41,2
-56,-28,12,36,1
68,-24,4,36,2
56,-16,8,84,1
44,-28,12,41,2
-48,-32,12,36,1
-52,-16,8,41,1
64,-28,8,41,2
60,-12,8,41,2
48,-28,12,84,1
-52,-28,12,36,1
-52,-16,8,36,1
-40,-20,12,41,1
68,-24,4,84,1
56,-12,4,41,2
40,-28,16,41,2
-52,-28,12,36,1
-52,-16,8,41,1
-48,-30,17,28,2
-47,-30,16,28,2
47,-31,13,41,2
-45,-28,14,60,1
-43,-29,14,24,2
36,23,34,33,1
46,-27,13,41,2
-45,-29,14,28,2
-44,-28,12,24,2
-45,-30,12,53,2
-42,-30,12,41,1
2,4,6,86,2
37,-55,-14,38,2
-38,-53,-17,11,1
51,-64,9,98,1
-48,-73,7,79,2
39,-45,-18,38,2
-25,-47,-13,53,2
47,-67,8,30,2
34,-10,-30,18,2
-19,-79,-12,30,2
-32,-88,-11,30,2
-33,-64,-18,10,2
-28,-57,-13,11,1
47,-50,-14,65,1
-47,-50,-17,70,1
31,-53,-14,70,2
-33,-54,-18,76,1
19,-68,-10,89,1
-36,-26,52,57,1
-50,-28,16,60,1
10,-68,-16,31,1
60,-48,16,35,1
48,-34,28,35,1
-42,-30,48,42,2
-48,-30,16,42,2
-36,-24,52,57,1
10,-70,-20,31,1
-43,-75,-16,43,1
-43,-75,-16,10,2
-49,-63,4,43,1
-49,-63,4,43,1
-49,-63,4,43,1
-49,-63,4,43,1
-49,-63,4,43,1
-49,-63,4,43,1
-49,-61,4,43,1
-49,-61,4,43,1
-49,-61,4,43,1
-43,-69,-6,44,2
-43,-69,-6,43,1
-43,-69,-6,43,1
-43,-69,-6,10,2
-43,-69,-6,43,1
-43,-69,-6,43,1
-43,-69,-6,10,2
-43,-69,-6,10,2
-43,-69,-6,43,1
41,-63,4,98,1
41,-63,4,98,1
41,-67,4,98,1
41,-67,4,98,1
41,-67,4,98,1
41,-67,4,98,1
41,-61,4,98,1
41,-61,12,98,1
41,-61,12,98,1
-29,-89,2,43,1
-27,-89,2,44,2
-27,-89,2,44,2
-27,-89,0,43,1
-27,-89,0,44,2
-35,-89,0,44,2
-35,-83,0,43,1
-35,-83,2,44,2
-35,-83,2,43,1
29,-81,10,98,1
29,-81,10,98,1
29,-81,10,98,1
29,-83,10,98,1
29,-83,10,44,2
29,-83,10,98,1
-27,-77,26,29,1
-23,-73,30,29,1
-23,-73,30,29,1
-39,-51,54,79,2
39,-51,54,1,1
39,-55,54,1,1
39,-55,58,1,1
39,-55,58,1,1
-31,-55,58,44,1
-31,-57,58,73,2
-31,-57,56,44,1
-31,-57,56,79,2
-35,-47,48,44,1
-31,-47,48,73,2
-31,-51,48,44,1
-31,-51,40,44,1
-31,-51,40,44,1
-35,-51,40,44,1
-35,-47,40,44,1
-35,-47,48,44,1
-35,-47,48,44,1
-31,-43,38,73,2
-35,-43,38,73,2
-35,-45,38,54,2
-35,-45,46,44,1
-35,-45,46,44,1
-33,-45,46,54,2
-33,-43,46,44,1
-33,-43,38,54,2
-33,-43,38,44,1
-27,-55,48,44,1
-27,-55,48,44,1
27,-57,50,1,1
31,-51,48,1,1
31,-51,48,1,1
29,-47,42,54,1
31,-47,42,1,1
31,-47,42,1,1
31,-47,53,1,1
31,-47,53,1,1
31,-47,53,1,1
31,-45,53,1,1
31,-45,40,1,1
31,-45,40,1,1
-13,-69,54,79,2
-15,-69,54,79,2
-15,-71,54,79,2
-15,-71,48,44,1
-15,-71,48,44,1
-15,-71,48,79,2
-15,-67,48,79,2
-15,-67,52,79,2
-15,-67,52,79,2
-23,-71,46,79,2
-23,-71,46,44,1
-23,-71,46,44,1
-23,-71,46,79,2
-23,-71,46,44,1
-23,-71,46,79,2
-23,-71,46,79,2
-23,-71,46,44,1
-23,-71,46,79,2
-13,-75,46,79,2
-13,-75,46,44,1
23,-69,54,1,1
23,-69,54,1,1
23,-69,54,79,2
23,-69,50,1,1
23,-69,50,79,2
15,-69,50,79,2
15,-67,50,79,2
15,-67,42,29,1
15,-67,42,79,2
15,-73,46,79,2
21,-71,46,1,1
21,-71,46,79,2
-27,-15,54,79,1
-31,-15,54,79,1
-31,-11,54,10,1
-31,-11,52,79,1
-31,-11,52,79,1
-25,-11,52,79,1
-25,-13,52,79,1
-25,-13,56,79,1
-25,-13,56,79,1
-35,-11,58,79,1
-31,-15,64,79,1
-31,-15,64,79,1
-51,-3,42,29,2
-45,-3,42,45,1
-45,-7,42,73,2
-45,-7,48,73,2
-45,-7,48,79,1
-57,-5,36,73,2
-57,-5,36,66,2
-53,1,18,89,2
-51,1,18,29,2
-51,3,18,29,2
-51,3,26,29,2
-51,3,26,89,2
-59,3,26,45,1
-59,7,18,54,2
-59,7,18,89,2
-7,-97,-8,44,2
-17,-89,-8,44,2
-17,-89,-8,44,2
15,-93,-8,44,2
15,-93,-8,44,2
-25,-67,-12,43,1
-27,-67,-12,43,1
-27,-65,-12,44,2
-27,-65,-14,65,2
-27,-65,-14,10,2
-27,-65,-14,10,2
-27,-65,-14,10,2
-27,-65,-14,10,2
-27,-65,-14,10,2
29,-63,-12,6,2
29,-63,-14,73,1
29,-63,-14,73,1
25,-79,-14,44,2
27,-79,-14,98,1
27,-81,-14,44,2
27,-81,-14,44,2
27,-81,-14,44,2
25,-81,-14,44,2
25,-79,-14,44,2
25,-79,-14,44,2
25,-79,-14,44,2
-41,-65,-16,43,1
-41,-65,-16,10,2
-41,-65,-16,43,1
-41,-63,-16,43,1
-41,-63,-12,43,1
-41,-63,-12,43,1
-37,-73,-16,10,2
-31,-73,-14,10,2
-31,-73,-14,43,1
37,-75,-16,98,1
33,-75,-16,98,1
33,-75,-16,98,1
33,-75,-6,98,1
33,-75,-6,98,1
33,-75,-6,98,1
