Peak_X,Peak_Y,Peak_Z,Topic_Assignment,Subregion_Assignment
-58,-35,-8,75,1
12,-52,-32,95,1
-22,-66,-36,95,1
-22,-66,-36,95,1
-22,-66,-36,95,1
49,-49,-6,98,1
49,-49,-6,70,2
12,-64,-52,95,1
-26,-74,-44,95,1
-26,-74,-44,95,1
-26,-74,-44,95,1
40,-30,-19,18,2
40,-30,-19,70,2
42,-60,-36,95,1
42,-60,-36,95,1
42,-60,-36,95,1
-22,-38,-40,95,1
-22,-38,-40,95,1
-22,-38,-40,94,2
-42,-71,-9,43,1
-42,-71,-9,43,1
-44,-71,-9,43,1
-44,-69,-9,43,1
-44,-69,-14,43,1
-44,-69,-14,10,2
-44,-69,-14,10,2
-44,-69,-14,43,1
-44,-69,-14,67,2
-42,-69,-14,67,2
-42,-59,-14,10,2
-42,-59,-17,10,2
-42,-59,-17,10,2
-42,-59,-17,43,1
-42,-59,-17,10,2
46,-71,-20,98,1
46,-65,-20,65,1
46,-65,-22,65,1
46,-65,-22,98,1
46,-65,-22,65,1
46,-65,-22,98,1
46,-65,-22,65,1
40,-65,-22,98,1
40,-70,-22,98,1
40,-70,-6,65,1
40,-70,-6,98,1
40,-70,-6,6,2
40,-70,-6,98,1
-42,30,-12,64,2
-42,30,-12,87,2
48,23,-5,51,2
48,23,-5,51,2
-11,15,48,74,2
-11,15,48,17,2
-56,-41,45,63,2
-56,-41,45,63,2
-56,-41,45,40,2
-56,-41,45,40,2
-56,-41,45,63,2
43,-53,46,1,1
43,-53,46,1,1
43,-53,46,1,1
43,-53,46,1,1
43,-53,46,1,1
-51,12,43,40,1
-51,12,43,66,2
-51,12,43,64,2
-51,12,43,87,2
-51,12,43,64,2
-8,16,49,17,2
-8,16,49,74,2
-8,16,49,74,2
-8,16,49,17,2
-8,16,49,74,2
-14,-4,13,74,1
-14,-4,13,10,1
-14,-4,13,76,2
-14,-4,13,5,2
-14,-4,13,5,2
-12,-4,13,5,2
-12,-6,13,91,1
-12,-6,17,71,1
-12,-6,17,5,2
-12,-6,17,91,1
-12,-6,17,5,2
40,32,20,91,2
40,32,20,91,2
40,32,20,91,2
40,32,20,91,2
-46,-20,47,27,2
-46,-20,47,40,1
-46,-20,47,27,2
-46,-20,47,27,2
-29,-6,-11,74,1
-29,-6,-11,74,1
-29,-6,-11,98,2
-29,-6,-11,74,1
-62,-57,-6,43,1
-55,36,4,87,2
46,31,-3,83,1
-2,17,50,64,1
31,7,49,17,2
48,4,24,86,1
4,56,34,76,1
56,6,6,91,2
40,28,4,26,1
14,14,56,64,1
48,-6,50,26,1
-2,56,8,78,2
2,24,32,39,1
6,45,10,93,2
-8,-68,8,86,2
38,-73,20,35,1
54,-60,22,35,1
-40,-60,12,86,2
54,-38,-10,32,2
54,-64,2,35,1
64,-40,-2,36,2
52,-24,12,35,1
-58,-34,0,36,1
-46,-24,-20,78,2
4,-14,8,46,1
4,-30,2,78,2
16,-4,12,78,2
-4,-10,8,46,1
10,8,14,68,1
40,55,18,26,1
50,40,22,86,1
31,65,-1,26,1
12,19,46,88,1
-5,63,-14,25,1
-50,15,36,64,2
-43,54,14,56,2
-12,34,42,49,2
-40,15,45,56,2
60,-63,11,86,1
56,-25,52,71,2
64,-23,28,71,2
-60,-61,10,36,1
-64,-28,24,88,2
-50,-39,56,38,1
-63,-14,16,36,1
-45,-45,32,38,1
52,-50,-15,35,1
46,-16,-27,78,2
-63,-22,-19,36,1
10,-1,40,35,2
-8,10,35,20,1
-4,17,22,78,2
26,-23,-16,56,1
26,-46,-6,38,2
-10,-20,-16,78,2
20,-18,12,71,1
-18,-19,17,71,1
-16,-20,1,78,2
16,-14,23,78,1
-4,12,-2,8,1
-49,-20,-26,46,1
-34,-42,-18,86,2
47,-30,-22,78,2
4,21,47,74,2
1,33,41,83,2
-38,9,32,45,1
40,13,32,55,2
-44,25,23,45,1
37,27,26,91,2
-26,24,6,67,1
28,22,9,23,1
-26,-62,50,81,1
31,-53,47,81,2
-5,-29,0,23,2
4,-26,0,45,2
-35,-54,-9,86,2
31,-50,-8,45,2
1,33,41,81,2
-44,12,38,45,1
40,24,35,91,2
-38,-42,44,73,2
40,-53,50,81,2
-2,31,47,74,2
-41,18,35,45,1
40,13,32,39,2
-41,25,23,45,1
-29,-62,50,81,1
-47,-44,50,73,2
31,-53,47,81,2
40,42,18,91,2
34,23,-11,51,2
50,13,33,91,2
42,28,32,91,2
50,38,24,91,2
34,42,27,91,2
51,16,19,91,2
51,8,40,14,2
-42,34,17,66,2
-44,28,23,15,1
-34,21,-6,8,1
44,5,29,39,2
42,3,27,52,1
32,11,55,71,2
30,2,44,71,2
-48,6,35,15,1
-40,2,39,15,1
-50,5,16,15,1
-32,9,55,53,2
-24,2,50,69,1
8,22,43,74,2
2,13,56,66,1
-8,9,59,14,1
8,17,38,74,2
-6,19,32,74,2
50,-33,46,1,1
38,-45,41,1,1
38,-41,37,1,1
42,-35,35,1,1
42,-41,44,14,2
44,-44,52,1,1
-48,-37,37,63,2
-42,-42,46,63,2
-34,-41,41,44,1
-40,-37,37,94,2
-42,-37,-28,75,1
-28,-50,45,28,1
-48,-38,-26,75,1
-55,-37,33,88,2
12,-67,51,29,1
65,-33,7,60,2
55,-25,-1,60,2
48,-31,5,84,1
59,-18,-2,84,1
48,-25,-1,84,1
46,-29,-4,60,2
59,-14,-3,60,2
-38,-31,-1,84,2
-59,-23,-1,36,1
-63,-32,13,60,1
-59,-32,-13,36,1
-53,-42,19,36,1
-46,-29,3,84,2
34,17,1,51,2
34,19,1,51,2
42,15,-2,51,2
-34,16,8,84,2
-34,-21,1,91,1
-44,-17,-1,53,2
24,18,-1,84,1
20,1,18,76,1
-25,-12,-5,84,2
12,-7,17,63,1
-2,-27,-1,39,1
-14,7,15,84,2
-14,-6,2,84,2
-2,-43,-10,75,2
-4,-47,11,52,2
4,-53,9,8,2
0,-63,-7,8,2
14,-12,-6,39,1
6,-24,-6,39,1
10,-27,-5,75,2
6,-30,-19,18,2
8,-24,-14,74,1
-44,16,7,15,2
-51,25,-1,15,2
-42,23,-1,15,2
50,38,24,91,2
40,-35,31,1,2
53,38,17,49,2
-44,40,18,66,2
-40,-30,16,63,1
2,26,48,74,2
0,15,58,66,1
7,23,41,74,2
-42,-37,33,73,2
-46,-32,27,36,1
55,-14,-6,84,1
55,-16,-1,84,1
51,-21,1,60,2
48,-37,-7,84,1
44,-31,-1,60,2
44,-31,7,84,1
34,21,-14,48,2
28,17,-11,84,1
44,16,17,91,2
53,19,-6,51,2
44,19,-1,84,1
42,4,40,52,1
53,6,42,71,2
46,22,19,91,2
-46,28,15,66,2
-34,25,1,15,2
-36,23,8,15,2
-44,19,21,15,1
-35,25,-2,15,2
-42,26,22,15,1
-44,7,20,66,2
-53,27,26,15,1
-50,8,38,15,1
32,6,51,14,2
-48,2,48,69,1
-48,2,44,15,1
-26,5,53,69,1
-34,3,57,69,1
2,12,53,69,1
4,16,56,66,1
-12,18,47,74,2
10,21,41,74,2
-6,23,32,74,2
-4,25,41,74,2
34,-58,43,1,1
40,-39,39,1,2
-30,-52,39,12,2
-32,-62,35,29,1
61,-31,-2,60,2
55,-21,-1,60,2
59,-20,2,60,2
61,-16,-1,36,2
50,-33,2,84,1
63,-23,-1,60,2
50,-1,15,91,2
-61,-36,20,88,2
-59,-27,1,36,1
-50,-31,5,60,1
-57,-18,-1,36,1
-63,-27,7,36,1
34,20,1,74,1
19,1,11,76,1
16,8,5,84,1
-16,1,11,48,2
-14,11,6,84,2
61,-16,-1,84,1
51,-14,-8,60,2
57,-25,3,60,2
-20,13,3,8,1
-30,-15,1,84,2
-14,-4,1,84,2
28,17,-1,84,1
24,20,-13,8,1
-22,17,-1,48,2
-38,22,-1,15,2
-24,13,-2,84,2
-42,-21,5,28,2
-38,28,18,15,1
-38,-27,11,53,2
55,2,40,52,1
46,-2,30,14,2
40,2,42,14,2
-63,-25,-2,60,1
-57,-35,4,60,1
-51,-20,-11,51,1
-4,-51,58,14,1
12,-65,55,29,1
2,-48,48,29,1
51,-58,1,98,1
38,22,50,14,2
30,8,49,55,2
53,18,1,47,1
18,-61,23,29,1
42,-70,37,94,1
36,-80,32,16,2
46,-34,51,55,2
26,63,10,47,1
-48,22,21,89,2
-38,11,27,40,1
-48,5,16,89,2
-38,-5,13,92,1
-46,39,-2,92,1
-6,25,43,30,1
-8,11,55,69,1
-6,12,10,9,1
-36,-57,32,81,1
-18,-8,-8,19,1
-16,-20,-6,47,2
-28,-20,-9,92,1
-46,-51,-6,75,1
-36,-14,27,92,1
-20,-95,1,43,1
-14,15,27,67,1
-14,-4,44,14,1
40,-61,-9,98,1
44,-76,-5,98,1
2,-6,-5,9,1
26,-89,3,16,2
28,-28,-7,18,1
-22,-58,53,81,1
-8,-56,53,81,1
-42,-39,42,40,2
-24,-79,22,16,2
-30,21,-11,92,1
-26,2,46,92,1
-8,-19,8,9,1
-42,-82,1,40,2
-42,6,37,29,2
38,23,-11,47,1
30,-64,42,29,1
46,-35,46,55,2
44,-77,13,98,1
34,-85,15,98,1
40,39,11,47,1
46,51,1,47,1
48,19,29,55,2
32,11,55,55,2
8,22,43,100,2
10,31,33,9,2
6,-17,10,9,1
16,1,15,9,1
48,18,3,92,2
18,-27,12,9,1
28,63,10,47,1
46,44,-9,47,1
55,-55,-7,98,1
-16,-16,-3,19,1
-12,21,38,9,2
-50,11,16,89,2
-32,37,6,82,1
-30,19,-4,92,1
-36,4,38,40,1
-26,-24,-6,47,2
-36,9,18,92,1
-32,44,-7,89,2
-24,4,44,69,1
-6,8,12,9,1
-20,-1,13,92,1
-40,30,15,92,1
-36,-51,36,81,1
-24,-97,7,30,2
-34,-54,47,73,2
-48,-29,42,73,2
-14,-66,40,29,1
-40,-56,-1,86,2
-48,-51,-9,75,1
-42,-36,-13,75,1
-30,-76,0,40,2
26,23,-8,47,1
36,11,16,47,1
32,-87,1,98,1
42,-78,-5,98,1
42,-67,-10,98,1
38,-53,-9,98,1
18,-91,1,30,2
34,-55,32,73,1
28,-43,43,19,2
14,21,38,9,2
6,14,7,9,1
50,32,22,55,2
55,23,26,47,1
8,-16,-9,38,2
30,-26,-5,38,2
18,-13,10,9,1
28,2,9,9,1
40,4,37,55,2
38,47,11,47,1
-28,6,-5,9,1
-36,-52,45,81,1
-20,-61,56,81,1
50,-34,51,81,2
24,-57,64,100,1
40,6,44,55,2
30,18,45,81,2
42,-81,10,98,1
28,-27,9,71,1
40,-40,63,55,2
42,-45,37,81,2
32,-8,-5,92,2
26,8,51,19,2
-36,-47,61,81,1
-40,-58,53,81,1
-44,0,48,73,2
-4,-29,9,55,1
4,-49,63,14,1
8,-33,7,55,1
17,-31,41,22,2
32,-47,-8,22,1
-37,-27,31,54,2
-19,-43,50,57,1
0,-38,18,20,2
-18,-16,38,22,2
-10,-10,43,22,2
47,-21,55,71,2
34,-21,56,22,2
3,-21,55,22,2
36,-35,19,22,1
6,-23,31,41,1
35,-34,55,54,1
46,2,8,76,1
-53,-3,8,57,2
-48,-34,19,57,2
48,-26,3,22,1
0,-56,-13,75,2
-28,-24,51,57,1
-34,-33,40,54,2
-34,-38,42,54,2
-58,-24,17,57,2
20,-47,-21,62,2
5,-53,-10,75,2
-46,-5,43,64,2
-49,-17,43,57,1
-42,-26,29,41,1
-2,-19,50,57,1
-29,-42,63,57,1
-37,-23,15,41,1
-2,25,-9,93,2
-31,-44,-13,75,1
-40,33,12,82,1
-19,-12,5,71,1
44,-14,45,54,1
38,-37,58,22,2
41,3,38,39,2
52,5,30,32,2
45,-58,15,62,1
46,-2,-32,47,1
44,-52,-20,46,2
45,-56,17,62,1
43,-41,40,62,1
47,-26,13,41,2
39,34,14,32,2
11,-16,2,20,2
8,-53,-12,39,1
24,-38,-27,75,2
5,-76,-14,75,2
29,-27,60,22,2
29,-30,60,54,1
2,-5,60,22,2
47,-23,24,41,2
-53,-31,21,54,2
-18,-46,-20,75,2
33,-52,-24,65,1
-46,-25,45,54,2
15,-35,49,22,2
44,8,7,47,1
51,-30,6,41,2
5,-22,30,32,2
17,-40,30,76,1
-60,-21,28,41,1
-37,-5,42,57,1
-40,-6,18,57,2
34,-82,6,55,1
-42,-50,-18,21,1
-42,-58,-16,10,2
-40,-70,-6,72,1
-62,-36,0,46,1
-54,-6,42,87,2
-48,22,22,87,2
-52,30,-6,92,1
36,14,1,9,1
11,12,0,7,1
-9,10,0,9,1
10,9,4,7,2
-8,1,7,9,1
-3,-13,13,9,1
5,-51,22,97,2
4,-62,53,79,2
3,27,35,77,2
0,-4,49,79,1
-28,-55,42,79,2
0,-70,-26,75,2
-27,-3,14,79,1
-18,3,-8,5,2
39,2,22,39,2
15,6,-6,38,2
-54,-10,20,64,2
-26,-4,10,24,2
-16,0,4,48,2
39,4,21,54,1
-32,8,16,64,2
-38,-6,22,64,2
28,8,18,65,2
24,18,10,49,2
52,6,32,52,1
46,12,28,55,2
36,-54,62,100,1
-18,-60,58,73,2
-22,-64,52,81,1
-24,-70,42,81,1
44,-64,16,98,1
46,-66,4,98,1
52,-72,6,98,1
34,-76,32,98,1
-30,-78,30,81,1
-26,-86,22,81,1
14,-68,68,100,1
6,-76,56,100,1
-10,-76,42,81,1
18,8,-2,8,1
-2,12,54,74,2
2,18,46,20,1
-2,28,38,74,2
-20,2,54,77,2
-26,8,60,73,2
36,0,54,58,1
36,-2,60,19,2
34,4,42,55,2
24,10,46,77,2
-34,52,6,89,2
36,40,26,55,2
44,46,16,39,2
34,-62,52,100,1
34,-74,52,100,1
28,-58,36,100,1
-42,-54,52,58,2
-32,-52,28,81,1
-24,-58,38,73,2
-16,-54,44,81,1
-18,-66,68,81,1
34,-80,38,100,1
48,26,32,100,2
-40,50,-6,89,2
42,28,-2,8,1
32,20,-12,74,1
-40,18,-4,8,1
-28,24,-10,31,2
-30,24,-2,8,1
24,40,-20,78,2
4,36,36,74,2
-36,-60,40,81,1
8,20,0,8,1
14,0,-6,74,1
34,22,-8,8,1
-34,-4,44,73,2
8,-78,56,100,1
-14,-64,66,58,2
-26,-68,58,81,1
-22,-62,62,81,1
-4,32,41,17,2
-47,20,14,89,2
43,17,9,48,2
20,-52,-22,95,1
14,-52,-22,95,1
-16,-70,-24,99,1
-22,-70,-26,95,1
58,-22,44,71,2
48,-34,54,14,2
-56,-24,46,27,2
-54,-30,48,27,2
-36,-34,62,14,1
-38,-22,60,27,2
-2,0,56,100,2
2,-6,58,14,1
-14,-18,2,71,1
-12,-16,6,71,1
50,-22,16,41,2
54,-26,18,41,2
-46,-22,24,71,1
-58,-24,16,28,2
60,16,26,14,2
52,12,12,52,1
-58,8,26,15,1
-56,6,26,59,2
-8,-76,54,81,1
20,-84,42,100,1
46,6,6,91,2
49,9,4,85,1
-46,4,6,36,1
-48,6,2,57,2
34,-44,-40,95,1
38,-56,-36,95,1
-32,-46,-44,95,1
-40,-56,-34,95,1
-32,-68,-30,67,2
62,-20,26,71,2
62,-36,14,41,2
-62,-30,26,41,1
-60,-22,16,36,1
34,46,24,91,2
42,44,26,91,2
-34,42,28,59,2
-38,46,28,59,2
28,-2,58,17,2
36,-2,56,14,2
24,-60,56,100,1
32,-58,56,72,2
-22,-70,44,81,1
-24,-66,48,81,1
-4,12,48,95,2
4,10,36,59,1
48,10,22,14,2
52,10,26,91,2
-52,10,28,59,2
-50,6,34,15,1
54,-58,-12,98,1
52,-62,-12,98,1
-50,-66,-12,10,2
-50,-68,-10,10,2
34,-40,64,14,2
46,-28,38,71,2
-36,-42,60,27,2
16,-16,6,71,1
10,-10,8,71,1
54,-66,-8,98,1
58,-62,2,98,1
-52,-64,-2,10,2
-54,-66,0,10,2
12,-44,-28,95,1
12,-50,-28,95,1
12,-8,52,67,1
22,-8,-2,71,1
46,-2,4,67,1
48,-30,22,41,2
16,-68,60,100,1
30,-56,56,100,1
30,-72,-50,95,1
50,-54,8,98,1
54,-64,8,98,1
16,-14,6,71,1
42,8,24,52,1
-32,40,30,59,2
8,8,44,67,1
52,-20,36,71,2
50,-62,-14,98,1
-42,8,-4,92,1
46,12,-6,47,1
-10,26,30,33,1
10,34,18,23,1
-8,44,-6,23,1
10,44,-6,23,1
-22,2,16,71,1
14,-2,18,71,1
-30,2,-4,70,1
22,4,0,8,1
-28,-14,2,92,1
20,-18,-10,70,2
-18,-18,0,92,1
28,-20,-2,71,1
2,-32,-24,23,2
14,-22,-14,23,2
-52,36,12,92,1
54,38,-2,92,2
-28,46,-14,92,1
26,54,-14,47,1
-40,4,30,92,1
54,2,36,71,2
-38,-58,-24,47,2
28,-48,-22,92,2
-30,-90,2,30,2
18,-98,-6,32,2
-16,-88,34,81,1
30,-74,30,100,1
-4,44,46,23,1
-30,40,42,23,1
30,28,50,95,2
34,44,42,32,2
26,64,12,92,2
46,-74,36,29,1
-40,-52,26,92,1
46,-46,30,71,2
-58,-40,10,36,1
42,-54,6,32,2
-50,-26,-6,36,1
66,-32,-16,36,2
-50,-22,18,36,1
44,-20,16,36,2
-62,-18,2,36,1
60,-6,8,8,1
-38,-24,-26,70,1
56,-24,-22,36,2
-40,16,-42,70,1
-6,-46,6,8,2
10,-44,8,68,2
-22,-60,16,97,2
22,-60,26,100,1
0,-74,46,29,1
-28,-14,-20,70,1
22,-6,-34,70,2
-2,52,26,9,2
-62,-16,-2,31,2
-48,-68,12,60,1
-20,-72,-12,31,1
8,6,64,17,2
48,6,40,55,2
62,-10,-12,60,2
52,-34,-4,35,1
4,-54,56,17,2
4,-60,44,85,2
6,-88,32,30,2
-32,-19,56,27,2
-55,-17,52,27,2
-57,-24,25,42,2
61,-26,29,71,2
-2,8,53,42,1
10,4,68,69,1
-38,-7,59,27,2
55,14,45,14,2
-40,-38,53,27,2
51,12,10,5,1
-55,13,12,59,2
-10,-15,10,71,1
-24,3,13,5,2
-32,-53,-18,10,2
20,-49,-16,17,1
-32,-18,60,27,2
-55,-15,50,27,2
-57,-26,27,37,1
63,-26,27,71,2
-6,1,50,42,1
-32,-18,60,27,2
44,6,51,14,2
-55,17,25,59,2
59,16,14,91,2
-8,-17,8,71,1
-20,12,9,56,2
-30,-59,-22,10,2
-36,-46,-23,10,2
22,-51,-16,17,1
-38,-15,56,27,2
-48,-24,58,57,1
-40,-38,53,27,2
-44,-22,51,99,2
-26,-14,66,99,2
42,-10,56,39,2
-60,8,26,59,2
60,10,22,52,1
-44,-4,2,57,2
42,-2,6,52,1
52,28,16,51,2
54,18,-14,51,2
-32,24,-4,46,1
36,24,-6,89,1
4,-6,64,57,1
0,-2,48,57,1
-40,-30,56,54,2
54,-28,50,1,1
-56,-22,16,89,2
64,-16,24,41,2
-32,-46,58,63,2
42,-40,54,1,1
-52,-62,2,60,1
54,-62,-2,35,1
8,-78,42,72,2
4,-80,14,6,2
-24,-2,-4,51,1
28,0,-6,70,2
-12,-18,2,31,2
12,-16,-6,25,1
22,-56,-24,99,1
-24,-54,-24,99,1
14,-72,-50,31,1
-18,-70,-50,99,1
4,-68,-16,99,1
-47,12,18,87,2
-47,12,18,15,1
-47,6,14,82,1
-38,10,16,82,1
-45,22,17,15,2
-45,22,17,15,1
-45,32,7,15,2
-40,32,3,82,1
-47,32,3,82,1
-47,28,-5,82,1
-47,28,-5,82,1
-47,24,-3,82,1
-50,14,-2,82,1
-38,14,-2,82,1
-38,26,-6,82,1
54,26,-3,51,2
55,26,-3,51,2
55,24,1,51,2
-40,-53,32,38,1
-43,-53,32,38,1
-43,-49,32,81,1
-43,-57,26,87,2
-36,-49,23,38,1
-55,-24,3,36,1
-50,-24,3,36,1
-50,-35,14,36,1
61,-35,3,32,2
59,-12,14,36,2
59,1,3,52,1
-59,-12,-6,88,2
-27,-37,-16,82,2
-29,-1,-28,70,1
40,8,-30,70,2
47,-10,-13,92,2
-38,-45,-16,10,2
-8,-86,11,37,2
3,-80,9,37,2
-6,-67,7,37,2
-10,-76,-7,37,2
11,-76,-9,82,2
10,-76,5,37,2
13,-57,3,37,2
17,-90,15,37,2
13,-78,20,37,2
4,-90,20,37,2
11,-90,24,37,2
6,-86,31,37,2
6,-82,41,37,2
-47,-63,-31,75,1
18,-86,-36,38,2
29,-82,-44,82,2
6,-76,-21,82,2
25,-30,-26,38,2
-4,12,50,77,2
8,20,45,97,1
-22,47,34,33,1
-13,47,34,33,1
-13,43,32,9,2
11,51,25,33,1
-6,26,43,77,2
-55,10,28,15,1
-52,14,2,87,2
-45,28,-6,82,1
-48,16,-8,82,1
57,16,22,52,1
25,16,-6,51,2
31,22,3,51,2
-41,-49,32,38,1
-48,-41,56,38,1
-50,-35,14,38,1
-47,-24,12,37,1
59,-24,19,36,2
55,1,3,51,2
-22,-41,-14,82,2
-43,-57,4,75,1
6,-74,19,37,2
-22,-41,-21,82,2
-47,-57,-27,75,1
-47,-61,-31,75,1
25,-30,-28,82,2
18,-70,-17,82,2
18,-80,-29,82,2
25,-51,-27,38,2
-47,6,14,87,2
-43,-1,45,15,1
50,4,32,52,1
-3,32,42,12,1
-49,-59,0,75,1
-49,-59,0,72,1
-49,-59,0,75,1
-49,-61,0,68,2
-50,-51,-10,98,2
-23,-38,-10,5,2
-23,-38,-10,7,1
10,11,47,5,2
10,47,45,5,2
44,45,9,83,1
11,47,45,83,2
44,45,9,5,1
36,40,-12,51,2
45,23,-14,51,2
42,21,15,51,2
-33,52,-8,83,1
-45,42,14,11,2
42,19,-31,51,2
-48,13,-26,61,1
-15,-87,-18,30,2
6,-85,-9,90,2
21,-79,-9,90,2
27,-76,-9,61,1
39,-74,-14,90,2
-27,-38,-29,61,1
-33,52,-8,23,1
45,15,16,51,2
33,49,-13,51,2
36,35,-2,51,2
33,33,12,5,1
33,40,7,51,2
33,13,-31,85,1
39,-13,-27,85,1
-42,16,-31,61,1
-33,2,-28,61,1
-56,-4,-20,61,1
0,-60,17,85,2
3,-48,22,85,2
48,34,-14,85,1
36,-6,58,39,2
-3,-20,56,14,1
45,-18,56,14,2
-18,-85,-11,30,2
30,-79,-9,90,2
39,-71,-12,30,2
6,-96,7,90,2
-30,-39,-28,61,1
-6,9,51,69,1
-18,-39,-3,8,2
-36,-18,54,27,2
18,-57,-27,78,2
-6,-21,-9,9,1
39,-15,63,9,2
-15,-63,21,78,2
51,-15,48,81,2
-15,12,-6,9,1
3,-27,-21,78,2
-45,-6,45,27,2
0,30,48,9,2
51,27,15,9,1
-36,24,-9,8,1
39,-36,-18,38,2
-36,-48,-21,10,2
48,-66,-18,90,2
-45,-72,-9,10,2
42,-81,6,90,2
-39,-78,9,90,1
-39,-87,6,90,2
27,-84,12,90,2
-24,-93,21,90,1
30,-78,33,100,1
-24,-78,30,90,1
-24,-84,39,58,2
30,-66,45,100,1
-30,-69,51,58,2
24,-60,60,100,1
-24,-63,54,58,2
30,-54,51,100,1
-30,-48,54,58,2
16,-14,22,76,1
-16,-12,23,76,1
25,-3,19,76,1
-25,-3,20,76,2
23,0,13,76,1
-22,-2,15,76,2
26,-1,15,76,1
-25,-3,11,76,2
24,5,9,76,1
-24,4,8,92,1
25,12,4,76,1
-25,8,3,76,2
21,16,2,76,1
-18,17,-2,76,2
6,-6,26,76,1
-7,-8,28,100,2
14,-2,28,76,1
-16,0,28,76,1
50,-72,-2,30,2
-40,-84,10,30,2
30,-78,24,30,2
-14,-84,34,30,2
26,-56,64,69,2
16,-66,60,69,2
-20,-54,64,58,2
-12,-72,58,96,1
28,-46,58,96,1
44,-40,56,14,2
-30,-38,42,79,1
-36,-38,46,79,1
24,-74,44,100,1
22,-60,52,69,2
54,-46,36,100,1
-52,-46,34,63,2
32,0,54,12,1
24,-4,52,12,1
-26,0,52,69,1
-28,2,44,79,1
40,0,50,39,2
-44,-2,54,79,1
-46,-2,50,6,1
2,2,64,64,1
-4,0,56,12,1
10,28,56,95,2
46,40,20,91,2
-36,36,22,82,1
58,18,10,14,2
-46,18,-2,64,2
12,-14,-4,96,2
-4,-6,0,96,2
10,-76,-18,82,2
24,-66,-48,30,2
-10,-76,-20,30,2
-16,-74,-46,95,1
24,-48,-32,17,1
-24,-48,-44,95,1
22,-44,-22,18,2
-50,18,12,92,1
-22,26,0,46,1
-54,-24,48,88,2
-52,-24,40,73,2
34,2,40,80,1
36,-12,32,32,2
30,-62,42,35,1
8,-36,52,4,2
42,22,47,80,1
39,22,49,1,2
42,8,27,23,1
42,22,47,80,1
39,22,49,43,2
42,8,27,51,2
5,34,57,21,2
-46,28,19,73,2
-46,20,-18,70,1
-45,13,35,64,2
-15,-20,7,85,1
12,-6,3,85,1
27,-35,7,85,1
-36,-55,58,54,2
42,-38,54,55,2
-15,41,-5,85,1
12,41,-5,85,1
-48,23,-1,64,2
39,33,29,55,2
39,6,5,85,1
-36,-50,55,79,2
-3,32,1,93,2
-12,-40,8,85,2
-38,-53,-23,47,2
-34,-59,-22,25,1
-26,-56,-22,95,1
-26,-34,-11,18,2
-46,-10,40,73,2
-46,-10,40,45,1
60,-18,42,14,2
60,-18,42,14,2
50,0,34,80,1
50,0,34,80,1
-26,-2,56,57,1
-28,-2,56,27,2
-28,-2,56,21,2
-28,-2,54,57,1
-28,-2,54,57,1
-16,-2,54,57,1
-16,-8,54,57,1
-16,-8,60,57,1
-16,-8,60,57,1
-2,-8,60,57,1
-2,12,60,57,1
-2,12,64,57,1
-2,12,64,57,1
26,-2,62,27,1
28,-2,62,100,2
28,-6,62,19,2
28,-6,54,27,1
28,-6,54,27,1
20,-6,54,57,1
20,-2,54,27,1
20,-2,60,27,1
20,-2,60,27,1
26,-2,60,27,1
26,-4,60,19,2
26,-4,62,1,2
26,-4,62,27,1
-12,-60,50,79,2
-58,-26,50,27,2
-58,-26,42,27,2
-58,-26,42,27,2
14,-36,64,19,2
54,-22,38,80,1
54,-22,38,80,1
-48,-30,44,27,2
-42,-30,44,73,2
-42,-30,44,73,2
-42,-30,44,73,2
-42,-30,44,57,1
-32,-30,44,57,1
-32,-38,44,73,2
-32,-38,44,73,2
-32,-38,44,73,2
40,-28,38,1,2
40,-28,38,80,1
32,-28,38,80,1
32,-36,38,19,2
32,-36,42,19,2
32,-36,42,54,1
-6,-62,62,57,1
-10,-62,62,72,2
-10,-62,62,79,2
-10,-62,50,79,2
-10,-62,50,72,2
-14,-62,50,79,2
-14,-66,50,79,2
-14,-66,52,79,2
-14,-66,52,72,2
-8,-66,52,79,2
-8,-56,52,79,2
-8,-56,58,72,2
-8,-56,58,72,2
28,-52,62,1,1
22,-52,62,100,1
22,-60,62,69,2
22,-60,58,100,1
22,-60,58,100,1
14,-42,58,72,2
14,-42,58,57,1
-54,-14,-2,57,2
-42,-26,2,57,2
-42,-26,2,57,2
58,-32,8,80,1
58,8,-6,80,1
58,8,-6,80,1
34,-24,10,84,1
34,-24,10,80,1
34,14,-4,51,2
28,4,8,84,1
28,4,8,63,1
24,-6,58,27,1
-18,-8,60,57,1
2,14,50,19,2
44,-28,40,1,1
-46,-30,44,63,2
-10,-58,54,72,2
22,-60,58,72,2
-6,16,30,100,2
-4,15,47,74,2
13,3,63,67,1
-1,18,35,74,2
11,6,54,14,1
-44,5,36,15,1
-42,3,33,92,1
-35,8,23,92,1
-31,18,-3,2,2
-36,5,14,92,1
-3,-50,-18,61,1
-9,-64,-33,65,2
0,-56,-30,99,1
3,-21,5,55,1
56,-6,-15,92,2
59,-6,-12,92,2
-12,12,50,77,2
-42,1,42,15,1
-42,6,35,15,1
-43,10,33,15,1
28,44,-5,3,2
-29,24,-9,92,1
32,17,8,2,1
40,17,-2,92,2
-1,-33,32,53,1
-5,-52,36,85,2
-7,-57,-12,82,2
-29,-76,-26,67,2
-36,-54,-30,67,2
-29,-76,-23,67,2
13,-76,-27,17,1
1,-74,-26,30,2
32,12,45,39,2
-30,18,34,92,1
30,3,30,52,1
-20,15,32,56,2
